epi_week,date,newCases,totalCases,newDeaths,deaths,deaths_by_totalCases,vaccinated,vaccinated_single,vaccinated_second,activeCases
125,2021-06-22,124239,18100809,2103,505023,0.0279,67735474.0,3254.0,24771270.0,1610161.0
125,2021-06-23,77384,18178193,2265,507288,0.02791,68991818.0,3603.0,24930130.0,1661514.0
125,2021-06-24,76610,18254803,2038,509326,0.0279,70234807.0,4105.0,25246955.0,1707247.0
125,2021-06-25,75050,18329853,2007,511333,0.0279,71508496.0,14383.0,25431563.0,1682345.0
125,2021-06-26,60662,18390515,1516,512849,0.02789,72163060.0,70842.0,25488639.0,1731058.0
126,2021-06-27,31978,18422493,720,513569,0.02788,72380250.0,102889.0,25504188.0,1748098.0
126,2021-06-28,32049,18454542,714,514283,0.02787,73195993.0,286957.0,25638452.0,1699879.0
126,2021-06-29,65948,18520490,1938,516221,0.02787,74570994.0,501125.0,25914430.0,1726484.0
126,2021-06-30,47128,18567618,2063,518284,0.02791,75653853.0,619863.0,26100179.0,1742962.0
126,2021-07-01,61119,18628737,1932,520216,0.02793,76721747.0,718363.0,26305954.0,1631268.0
126,2021-07-02,63565,18692302,1875,522091,0.02793,77912380.0,842227.0,26491236.0,1660390.0
126,2021-07-03,53729,18746031,1635,523726,0.02794,78439069.0,918535.0,26574196.0,1698205.0
127,2021-07-04,25460,18771491,771,524497,0.02794,78701024.0,948036.0,26617306.0,1664511.0
127,2021-07-05,27929,18799420,787,525284,0.02794,79846004.0,1034957.0,26894631.0,1598575.0
127,2021-07-06,61672,18861092,1757,527041,0.02794,80928485.0,1279390.0,27130766.0,1593915.0
127,2021-07-07,54146,18915238,1584,528625,0.02795,82049424.0,1696298.0,27365735.0,1623091.0
127,2021-07-08,54134,18969372,1727,530352,0.02796,83054186.0,2024256.0,27671788.0,1642859.0
127,2021-07-09,58440,19027812,1472,531824,0.02795,83963770.0,2322374.0,27875404.0,1672687.0
127,2021-07-10,44115,19071927,1157,532981,0.02795,84546364.0,2501776.0,28050556.0,1555613.0
128,2021-07-11,19144,19091071,564,533545,0.02795,84798718.0,2586860.0,28120270.0,1556483.0
128,2021-07-12,19211,19110282,779,534324,0.02796,85646641.0,2733883.0,28439355.0,1561162.0
128,2021-07-13,48551,19158833,1658,535982,0.02798,86545536.0,2916754.0,28833237.0,1585824.0
128,2021-07-14,56089,19214922,1535,537517,0.02797,87432570.0,3089314.0,29326695.0,1548976.0
128,2021-07-15,54382,19269304,1609,539126,0.02798,88324348.0,3524015.0,29508521.0,1588330.0
128,2021-07-16,42903,19312207,1389,540515,0.02799,89212784.0,3644912.0,30019411.0,1519042.0
128,2021-07-17,49029,19361236,1271,541786,0.02798,89819329.0,3716863.0,30284069.0,1565121.0
129,2021-07-18,16742,19377978,481,542267,0.02798,89986618.0,3741213.0,30328599.0,1530897.0
129,2021-07-19,16743,19394721,668,542935,0.02799,91129378.0,3811967.0,30757704.0,1495521.0
129,2021-07-20,31134,19425855,1379,544314,0.02802,92381239.0,3912368.0,31338391.0,1510476.0
129,2021-07-21,55828,19481683,1400,545714,0.02801,93512900.0,3981503.0,32049212.0,1531474.0
129,2021-07-22,48673,19530356,1430,547144,0.02802,94602526.0,4039425.0,32885235.0,1512880.0
129,2021-07-23,107104,19637460,1291,548435,0.02793,95925985.0,4079831.0,33340621.0,1613934.0
129,2021-07-24,34647,19672107,1080,549515,0.02793,96564988.0,4107276.0,33610072.0,1465967.0
130,2021-07-25,18255,19690362,479,549994,0.02793,96757966.0,4117778.0,33717852.0,1438330.0
130,2021-07-26,21433,19711795,625,550619,0.02793,97612047.0,4154429.0,34227225.0,1456475.0
130,2021-07-27,43583,19755378,1289,551908,0.02794,98588962.0,4189825.0,34896306.0,1465793.0
130,2021-07-28,47040,19802418,1372,553280,0.02794,99528292.0,4249350.0,35693981.0,1506606.0
130,2021-07-29,41316,19843734,1340,554620,0.02795,100315833.0,4293278.0,36424210.0,1517886.0
130,2021-07-30,40365,19884099,883,555503,0.02794,101425251.0,4325927.0,37142897.0,1557368.0
130,2021-07-31,35083,19919182,949,556452,0.02794,102009213.0,4339633.0,37506701.0,1591502.0
131,2021-08-01,20352,19939534,415,556867,0.02793,102219404.0,4343151.0,37591562.0,1611439.0
131,2021-08-02,18861,19958395,544,557411,0.02793,102963042.0,4368963.0,38159388.0,1629756.0
131,2021-08-03,32479,19990874,1236,558647,0.02795,104067439.0,4389581.0,38775741.0,1660999.0
131,2021-08-04,40528,20031402,1072,559719,0.02794,105557919.0,4419495.0,39704781.0,1700455.0
131,2021-08-05,39479,20070881,1126,560845,0.02794,106643388.0,4442428.0,40332783.0,1407286.0
131,2021-08-06,42662,20113543,957,561802,0.02793,107708000.0,4467453.0,40994780.0,1446140.0
131,2021-08-07,39530,20153073,999,562801,0.02793,108188040.0,4470085.0,41293696.0,1480008.0
132,2021-08-08,13893,20166966,389,563190,0.02793,108393983.0,4472346.0,41432232.0,1483904.0
132,2021-08-09,15533,20182499,507,563697,0.02793,109271077.0,4488071.0,42047595.0,1460961.0
132,2021-08-10,35459,20217958,1268,564965,0.02794,110735371.0,4503286.0,42857898.0,1138111.0
132,2021-08-11,35438,20253396,1044,566009,0.02795,112098379.0,4514945.0,43521149.0,1170424.0
132,2021-08-12,35851,20289247,1016,567025,0.02795,113599066.0,4537071.0,44237956.0,1182526.0
132,2021-08-13,32991,20322238,892,567917,0.02795,114979881.0,4556133.0,44999235.0,1191863.0
132,2021-08-14,29296,20351534,912,568829,0.02795,115917224.0,4573649.0,45436185.0,1199256.0
133,2021-08-15,13766,20365300,389,569218,0.02795,116261846.0,4579343.0,45529197.0,1212633.0
133,2021-08-16,18175,20383475,410,569628,0.02795,117418614.0,4585459.0,46457545.0,1192919.0
133,2021-08-17,38993,20422468,1094,570722,0.02795,119202307.0,4607680.0,47630718.0,1230818.0
133,2021-08-18,40162,20462630,989,571711,0.02794,120254192.0,4613798.0,48493314.0,1099045.0
133,2021-08-19,36008,20498638,1022,572733,0.02794,121662577.0,4622903.0,49534725.0,1118022.0
133,2021-08-20,34206,20532844,894,573627,0.02794,122758871.0,4629410.0,50431004.0,1143406.0
133,2021-08-21,25320,20558164,611,574238,0.02793,123356529.0,4636371.0,50848678.0,1158616.0
134,2021-08-22,13944,20572108,333,574571,0.02793,123617179.0,4641013.0,50992219.0,1159868.0
134,2021-08-23,15642,20587750,417,574988,0.02793,124742933.0,4648864.0,51815817.0,1102652.0
134,2021-08-24,31808,20619558,860,575848,0.02793,126138029.0,4656160.0,52823463.0,1127653.0
134,2021-08-25,29960,20649518,887,576735,0.02793,127437586.0,4661733.0,53808468.0,1051586.0
134,2021-08-26,30919,20680437,870,577605,0.02793,128317038.0,4666349.0,54601288.0,1081635.0
134,2021-08-27,27752,20708189,818,578423,0.02793,129299627.0,4680774.0,55534743.0,1108569.0
134,2021-08-28,22944,20731133,627,579050,0.02793,129951495.0,4684664.0,56182369.0,1130886.0
135,2021-08-29,11263,20742396,278,579328,0.02793,130288151.0,4687578.0,56430160.0,1117982.0
135,2021-08-30,12796,20755192,317,579645,0.02793,131176707.0,4683761.0,57175772.0,1126882.0
135,2021-08-31,26837,20782029,880,580525,0.02793,132569409.0,4687895.0,58500594.0,1124698.0
135,2021-09-01,25740,20807769,696,581221,0.02793,133517290.0,4693458.0,59574212.0,1112353.0
135,2021-09-02,27021,20834790,782,582003,0.02793,134332434.0,4699185.0,60740768.0,1114183.0
135,2021-09-03,23604,20858394,740,582743,0.02794,135075692.0,4706884.0,61927793.0,1032197.0
135,2021-09-04,20323,20878717,637,583380,0.02794,135452788.0,4710243.0,62598142.0,1051883.0
136,2021-09-05,12659,20891376,271,583651,0.02794,135619742.0,4711693.0,62818569.0,1061293.0
136,2021-09-06,10171,20901547,220,583871,0.02793,136395528.0,4714696.0,63532030.0,1071244.0
136,2021-09-07,13603,20915150,327,584198,0.02793,136615117.0,4717128.0,63831395.0,1084520.0
136,2021-09-08,14181,20929331,249,584447,0.02792,137222960.0,4720543.0,65009622.0,1049256.0
136,2021-09-09,32820,20962151,824,585271,0.02792,137948925.0,4724545.0,66540202.0,1080310.0
136,2021-09-10,16453,20978604,636,585907,0.02793,138783405.0,4726307.0,68122170.0,1095457.0
136,2021-09-11,13758,20992362,668,586575,0.02794,139190331.0,4729351.0,68957618.0,975339.0
137,2021-09-12,7861,21000223,299,586874,0.02795,139363152.0,4733374.0,69240293.0,982603.0
137,2021-09-13,8646,21008869,283,587157,0.02795,139802262.0,4736272.0,70271436.0,964599.0
137,2021-09-14,13569,21022438,678,587835,0.02796,140446058.0,4741604.0,71723658.0,965158.0
137,2021-09-15,13275,21035713,801,588636,0.02798,141083418.0,4745526.0,72896994.0,977632.0
137,2021-09-16,35446,21071159,663,589299,0.02797,141536512.0,4749727.0,73893667.0,1005679.0
137,2021-09-17,35333,21106492,638,589937,0.02795,142269383.0,4756330.0,75433347.0,1005474.0
137,2021-09-18,124876,21231368,586,590523,0.02781,142610899.0,4758931.0,76107426.0,1129764.0
138,2021-09-19,9173,21240541,248,590771,0.02781,142780225.0,4759605.0,76334086.0,1125435.0
138,2021-09-20,9283,21249824,265,591036,0.02781,143134036.0,4761186.0,77091124.0,1134453.0
138,2021-09-21,15375,21265199,673,591709,0.02783,143665481.0,4763797.0,78287112.0,978248.0
138,2021-09-22,32582,21297781,665,592374,0.02781,144139698.0,4768787.0,79466411.0,1010165.0
138,2021-09-23,24911,21322692,629,593003,0.02781,144666016.0,4773053.0,80685973.0,795758.0
138,2021-09-24,18660,21341352,680,593683,0.02782,145137451.0,4776007.0,81941333.0,637171.0
138,2021-09-25,13859,21355211,540,594223,0.02783,145522998.0,4776970.0,82602103.0,650490.0
139,2021-09-26,8856,21364067,266,594489,0.02783,145695638.0,4777493.0,82909923.0,652508.0
139,2021-09-27,9337,21373404,194,594683,0.02782,145989456.0,4779691.0,83620522.0,652706.0
139,2021-09-28,16877,21390281,817,595500,0.02784,146486537.0,4782418.0,84882104.0,651888.0
139,2021-09-29,16883,21407164,681,596181,0.02785,146976511.0,4785856.0,86061044.0,666157.0
139,2021-09-30,21948,21429112,608,596789,0.02785,147506619.0,4787472.0,87256425.0,687497.0
139,2021-10-01,18051,21447163,490,597279,0.02785,147966023.0,4793599.0,88531694.0,693172.0
139,2021-10-02,12386,21459549,454,597733,0.02785,148220675.0,4795687.0,89181211.0,631882.0
140,2021-10-03,9153,21468702,226,597959,0.02785,148325259.0,4795956.0,89399635.0,640809.0
140,2021-10-04,11517,21480219,204,598163,0.02785,148555431.0,4797983.0,90048374.0,648043.0
140,2021-10-05,22137,21502356,684,598847,0.02785,148933397.0,4798535.0,90818250.0,616558.0
140,2021-10-06,18543,21520899,570,599417,0.02785,149306674.0,4799479.0,91913813.0,621409.0
140,2021-10-07,14610,21535509,427,599844,0.02785,149685785.0,4800238.0,92951850.0,531502.0
140,2021-10-08,18531,21554040,630,600474,0.02786,149990466.0,4801916.0,94038302.0,540225.0
140,2021-10-09,14803,21568843,416,600890,0.02786,150154770.0,4803635.0,94628282.0,536239.0
141,2021-10-10,8412,21577255,151,601041,0.02786,150258549.0,4806815.0,95060781.0,540969.0
141,2021-10-11,6992,21584247,207,601248,0.02786,150543685.0,4808649.0,95621019.0,547754.0
141,2021-10-12,7355,21591602,175,601423,0.02785,150653610.0,4809725.0,95848001.0,545343.0
141,2021-10-13,8367,21599969,205,601628,0.02785,150756929.0,4807744.0,96406529.0,535361.0
141,2021-10-14,15224,21615193,571,602199,0.02786,151478284.0,4809191.0,97799208.0,500296.0
141,2021-10-15,14290,21629483,507,602706,0.02787,151960830.0,4811092.0,99074497.0,511947.0
141,2021-10-16,9759,21639242,465,603171,0.02787,152247868.0,4815068.0,99831364.0,520419.0
142,2021-10-17,6185,21645427,128,603299,0.02787,152346646.0,4820051.0,100125423.0,526476.0
142,2021-10-18,9316,21654743,202,603501,0.02787,152467703.0,4820912.0,100614355.0,535590.0
142,2021-10-19,13227,21667970,379,603880,0.02787,152777319.0,4839357.0,101720740.0,548438.0
142,2021-10-20,15705,21683675,398,604278,0.02787,153198083.0,4845445.0,102936781.0,563745.0
142,2021-10-21,16983,21700658,466,604744,0.02787,153345920.0,4846280.0,103548222.0,578412.0
142,2021-10-22,13395,21714053,447,605191,0.02787,153536171.0,4848818.0,104339585.0,533727.0
142,2021-10-23,11905,21725958,350,605541,0.02787,153663135.0,4848855.0,104760568.0,545282.0
143,2021-10-24,4536,21730494,119,605660,0.02787,153835021.0,4850618.0,105273222.0,549699.0
143,2021-10-25,7825,21738319,207,605867,0.02787,154112229.0,4854775.0,106884985.0,557317.0
143,2021-10-26,13343,21751662,403,606270,0.02787,154459458.0,4851963.0,107931260.0,562923.0
143,2021-10-27,17116,21768778,435,606705,0.02787,154724938.0,4854041.0,109010907.0,557081.0
143,2021-10-28,13685,21782463,373,607078,0.02787,154996595.0,4853946.0,109989274.0,570393.0
143,2021-10-29,12679,21795142,408,607486,0.02787,155228462.0,4855880.0,110925894.0,467442.0
143,2021-10-30,10012,21805154,216,607702,0.02787,155331332.0,4856587.0,111252433.0,477092.0
144,2021-10-31,6130,21811284,133,607835,0.02787,155399513.0,4857645.0,111464012.0,483089.0
144,2021-11-01,4625,21815909,103,607938,0.02787,155441226.0,4857871.0,111633244.0,484761.0
144,2021-11-02,5918,21821827,152,608090,0.02787,155477490.0,4857941.0,111744887.0,472798.0
144,2021-11-03,16300,21838127,190,608280,0.02785,155596734.0,4859363.0,112376818.0,488402.0
144,2021-11-04,13246,21851373,434,608714,0.02786,155857431.0,4861101.0,113310710.0,501214.0
144,2021-11-05,12991,21864364,382,609096,0.02786,156142049.0,4854495.0,114614400.0,512147.0
144,2021-11-06,11173,21875537,303,609399,0.02786,156232064.0,4854833.0,115033631.0,523017.0
145,2021-11-07,5661,21881198,70,609469,0.02785,156506153.0,4857737.0,115248446.0,528608.0
145,2021-11-08,6875,21888073,120,609589,0.02785,156738057.0,4861372.0,116192099.0,530978.0
145,2021-11-09,11809,21899882,208,609797,0.02784,156961638.0,4866371.0,117065109.0,542579.0
145,2021-11-10,14980,21914862,268,610065,0.02784,157188513.0,4868450.0,117962076.0,557291.0
145,2021-11-11,15538,21930400,240,610305,0.02783,157460950.0,4871048.0,118919781.0,572589.0
145,2021-11-12,14596,21944996,621,610926,0.02784,157505174.0,4871817.0,119723808.0,586564.0
145,2021-11-13,9358,21954354,307,611233,0.02784,157572317.0,4873104.0,120166125.0,595615.0
146,2021-11-14,4301,21958655,65,611298,0.02784,157664891.0,4873130.0,120406157.0,599851.0
146,2021-11-15,2743,21961398,70,611368,0.02784,157728055.0,4873376.0,120744854.0,601070.0
146,2021-11-16,6564,21967962,142,611510,0.02784,157779564.0,4874098.0,121181363.0,553413.0
146,2021-11-17,13112,21981074,377,611887,0.02784,158005576.0,4875014.0,122216850.0,566148.0
146,2021-11-18,11401,21992475,272,612159,0.02783,158143605.0,4875600.0,122886325.0,564539.0
146,2021-11-19,12371,22004846,236,612395,0.02783,158292931.0,4880041.0,123611126.0,576486.0
146,2021-11-20,8216,22013062,208,612603,0.02783,158424869.0,4880574.0,124082506.0,584494.0
147,2021-11-21,5088,22018150,96,612699,0.02783,158547085.0,4881209.0,124428861.0,583076.0
147,2021-11-22,4609,22022759,126,612825,0.02783,158687350.0,4882578.0,125055152.0,582338.0
147,2021-11-23,12426,22035185,294,613119,0.02782,158834400.0,4883144.0,125745408.0,592410.0
147,2021-11-24,12245,22047430,270,613389,0.02782,158939087.0,4883742.0,126428739.0,567187.0
147,2021-11-25,12275,22059705,288,613677,0.02782,159064028.0,4882764.0,126923222.0,579174.0
147,2021-11-26,10871,22070576,305,613982,0.02782,159268013.0,4880876.0,127617958.0,589740.0
147,2021-11-27,7869,22078445,227,614209,0.02782,159330812.0,4881160.0,127877281.0,597382.0
148,2021-11-28,3536,22081981,80,614289,0.02782,159385492.0,4903907.0,128082439.0,600838.0
148,2021-11-29,4489,22086470,118,614407,0.02782,159455782.0,4902914.0,128461830.0,605209.0
148,2021-11-30,10299,22096769,326,614733,0.02782,159618145.0,4906067.0,129083126.0,615182.0
148,2021-12-01,12265,22109034,268,615001,0.02782,159844609.0,4908898.0,129802251.0,452398.0
148,2021-12-02,11928,22120962,196,615197,0.02781,159971137.0,4910450.0,130484397.0,464130.0
148,2021-12-03,10620,22131582,234,615431,0.02781,160133508.0,4912391.0,131592809.0,474516.0
148,2021-12-04,7406,22138988,146,615577,0.02781,160216881.0,4913519.0,131979338.0,481496.0
149,2021-12-05,4692,22143680,71,615648,0.0278,160262766.0,4913288.0,132053277.0,486117.0
149,2021-12-06,6015,22149695,132,615780,0.0278,160275646.0,4914173.0,132501599.0,492000.0
149,2021-12-07,10133,22159828,261,616041,0.0278,160379320.0,4914550.0,133043639.0,501872.0
149,2021-12-08,10132,22169960,239,616280,0.0278,160467478.0,4913661.0,133385915.0,511765.0
149,2021-12-09,8751,22178711,199,616479,0.0278,160580377.0,4914173.0,134055362.0,520317.0
149,2021-12-10,7063,22185774,228,616707,0.0278,160678223.0,4958731.0,134404749.0,527152.0
149,2021-12-11,2684,22188458,53,616760,0.0278,160696993.0,4959898.0,134467929.0,529783.0
150,2021-12-12,1615,22190073,82,616842,0.0278,160709209.0,4960520.0,134498939.0,531316.0
150,2021-12-13,2770,22192843,45,616887,0.0278,160549031.0,4961039.0,134854190.0,534041.0
150,2021-12-14,4372,22197215,113,617000,0.0278,160592056.0,4914927.0,135263180.0,538300.0
150,2021-12-15,5075,22202290,298,617298,0.0278,160791369.0,4915674.0,136010612.0,543077.0
150,2021-12-16,3659,22205949,123,617421,0.0278,160933856.0,4916176.0,136278329.0,546613.0
150,2021-12-17,4360,22210309,198,617619,0.02781,161046851.0,4916884.0,136511135.0,550775.0
150,2021-12-18,2381,22212690,138,617757,0.02781,161061525.0,4917137.0,136571713.0,553018.0
151,2021-12-19,1458,22214148,55,617812,0.02781,161069896.0,4917171.0,136583563.0,538338.0
151,2021-12-20,2638,22216786,83,617895,0.02781,161121503.0,4918138.0,136794883.0,540893.0
151,2021-12-21,3730,22220516,71,617966,0.02781,161200234.0,4921560.0,137001892.0,544552.0
151,2021-12-22,3422,22223938,149,618115,0.02781,161470455.0,4932212.0,137452502.0,547825.0
151,2021-12-23,3717,22227655,128,618243,0.02781,161525979.0,4933489.0,137884503.0,551414.0
151,2021-12-24,4028,22231683,164,618407,0.02782,161540928.0,4933591.0,137679887.0,555278.0
151,2021-12-25,3222,22234905,47,618454,0.02781,161540935.0,4933592.0,137679916.0,558453.0
152,2021-12-26,4962,22239867,25,618479,0.02781,161550657.0,4933597.0,137692959.0,562422.0
152,2021-12-27,8114,22247981,80,618559,0.0278,161581379.0,4934313.0,137828758.0,570456.0
152,2021-12-28,8635,22256616,170,618729,0.0278,161689557.0,4935453.0,138026189.0,578921.0
152,2021-12-29,9549,22266165,116,618845,0.02779,161768755.0,4936714.0,138338003.0,587739.0
152,2021-12-30,12875,22279040,148,618993,0.02778,161808821.0,4938214.0,138451280.0,600354.0
152,2021-12-31,9595,22288635,86,619079,0.02778,161817865.0,4938611.0,138486380.0,483323.0
152,2022-01-01,3544,22292179,32,619111,0.02777,161821667.0,4938613.0,138491542.0,486835.0
201,2022-01-02,2446,22294625,41,619152,0.02777,161828868.0,4938669.0,138512227.0,489240.0
201,2022-01-03,12299,22306924,72,619224,0.02776,161857606.0,4939336.0,138636526.0,501467.0
201,2022-01-04,18944,22325868,182,619406,0.02774,162047749.0,4940330.0,138806879.0,519690.0
201,2022-01-05,28401,22354269,127,619533,0.02771,162094772.0,4942901.0,138920944.0,547807.0
201,2022-01-06,46665,22400934,174,619707,0.02766,162152945.0,4943725.0,139045557.0,594050.0
201,2022-01-07,53348,22454282,146,619853,0.02761,162192583.0,4946476.0,139310363.0,647252.0
201,2022-01-08,48754,22503036,96,619949,0.02755,162220016.0,4947025.0,139377398.0,695910.0
202,2022-01-09,24437,22527473,49,619998,0.02752,162231433.0,4947037.0,139407999.0,720298.0
202,2022-01-10,34675,22562148,119,620117,0.02748,162324788.0,4948624.0,139747810.0,753908.0
202,2022-01-11,73960,22636108,135,620252,0.0274,162374537.0,4954480.0,139881244.0,827033.0
202,2022-01-12,89046,22725154,139,620391,0.0273,162375830.0,4955453.0,140016395.0,915266.0
202,2022-01-13,97228,22822382,196,620587,0.02719,162435666.0,4956729.0,140261112.0,1006076.0
202,2022-01-14,108666,22931048,231,620818,0.02707,162469860.0,4957976.0,140383389.0,1114511.0
202,2022-01-15,47948,22978996,164,620982,0.02702,162510870.0,4960540.0,140471978.0,1150058.0
203,2022-01-16,34468,23013464,99,621081,0.02699,162690550.0,4965768.0,141299733.0,1170242.0
203,2022-01-17,77181,23090645,166,621247,0.0269,162921700.0,4967803.0,142212701.0,1247257.0
203,2022-01-18,133249,23223894,312,621559,0.02676,163000773.0,4971146.0,142548955.0,1193902.0
203,2022-01-19,203716,23427610,322,621881,0.02654,163135177.0,4973467.0,142711392.0,1377614.0
203,2022-01-20,169885,23597495,352,622233,0.02637,163323233.0,4990354.0,142998343.0,1547147.0
203,2022-01-21,172596,23770091,398,622631,0.02619,163446860.0,4991319.0,143176637.0,1719345.0
203,2022-01-22,162397,23932488,310,622941,0.02603,163640562.0,4991604.0,143484324.0,1881432.0
204,2022-01-23,120300,24052788,191,623132,0.02591,163675994.0,4991619.0,143519370.0,2001541.0
204,2022-01-24,93749,24146537,270,623402,0.02582,163930343.0,4992777.0,143873208.0,2049724.0
204,2022-01-25,201679,24348216,485,623887,0.02562,164063038.0,4992899.0,144092956.0,2247743.0
204,2022-01-26,218903,24567119,603,624490,0.02542,164447484.0,4999210.0,144192294.0,2462866.0
204,2022-01-27,230283,24797402,683,625173,0.02521,164790102.0,5007623.0,144450810.0,2692466.0
204,2022-01-28,259449,25056851,763,625936,0.02498,165144296.0,5022236.0,144604506.0,2942853.0
204,2022-01-29,200030,25256881,694,626630,0.02481,165360127.0,5023573.0,144667367.0,3142189.0
205,2022-01-30,103379,25360260,274,626904,0.02472,165399712.0,5023650.0,144680642.0,3245294.0
205,2022-01-31,109380,25469640,482,627386,0.02463,165862664.0,5025278.0,144810359.0,3190364.0
205,2022-02-01,168059,25637699,750,628136,0.0245,166153688.0,5026365.0,144919855.0,3179983.0
205,2022-02-02,188478,25826177,940,629076,0.02436,166470449.0,5028455.0,145134094.0,3367521.0
205,2022-02-03,285396,26111573,997,630073,0.02413,166777649.0,5029868.0,145366545.0,3651920.0
205,2022-02-04,219433,26331006,968,631041,0.02397,167334629.0,5043923.0,145535656.0,3870385.0
205,2022-02-05,151143,26482149,804,631845,0.02386,167677014.0,5045691.0,145612139.0,4020724.0
206,2022-02-06,63437,26545586,447,632292,0.02382,167754397.0,5046532.0,145714333.0,4083714.0
206,2022-02-07,72228,26617814,415,632707,0.02377,168210512.0,5047687.0,145838536.0,4155527.0
206,2022-02-08,180552,26798366,1197,633904,0.02365,168362278.0,5047806.0,145988677.0,4155874.0
206,2022-02-09,177366,26975732,1287,635191,0.02355,168481642.0,5031663.0,146329755.0,4327292.0
206,2022-02-10,164157,27139889,925,636116,0.02344,168880877.0,5034336.0,146694534.0,4490524.0
206,2022-02-11,161750,27301639,1116,637232,0.02334,169370255.0,5038490.0,146912866.0,4651158.0
206,2022-02-12,133158,27434797,866,638098,0.02326,169581780.0,5039038.0,147012920.0,4783450.0
207,2022-02-13,55623,27490420,342,638440,0.02322,169675472.0,5039781.0,147155512.0,4838731.0
207,2022-02-14,64760,27555180,493,638933,0.02319,169895343.0,5023341.0,147314691.0,4883518.0
207,2022-02-15,123801,27678981,915,639848,0.02312,170121986.0,5033989.0,147394141.0,2265477.0
207,2022-02-16,144219,27823200,1033,640881,0.02303,170394085.0,5035190.0,147563971.0,2408663.0
207,2022-02-17,129525,27952725,1108,641989,0.02297,170646362.0,5038130.0,147744020.0,2537080.0
207,2022-02-18,120132,28072857,1118,643107,0.02291,171359341.0,5041031.0,148062460.0,2648107.0
207,2022-02-19,103715,28176572,836,643943,0.02285,171563203.0,5042116.0,148251978.0,2750986.0
208,2022-02-20,38641,28215213,399,644342,0.02284,171640408.0,5043869.0,148302645.0,2789228.0
208,2022-02-21,43843,28259056,343,644685,0.02281,171816412.0,5047541.0,148449102.0,2832728.0
208,2022-02-22,102562,28361618,804,645489,0.02276,172029941.0,5048718.0,148570908.0,2692091.0
208,2022-02-23,130812,28492430,985,646474,0.02269,172308344.0,5050530.0,148857152.0,2821918.0
208,2022-02-24,96440,28588870,983,647457,0.02265,172573947.0,5047146.0,149106386.0,2917375.0
208,2022-02-25,88790,28677660,798,648255,0.0226,172836653.0,5057633.0,149362074.0,3005367.0
208,2022-02-26,72842,28750502,708,648963,0.02257,172930058.0,5058540.0,149455066.0,3077501.0
209,2022-02-27,22137,28772639,215,649178,0.02256,172963470.0,5058873.0,149504349.0,3099423.0
209,2022-02-28,19952,28792591,238,649416,0.02255,173123497.0,5060347.0,149827740.0,3119137.0
209,2022-03-01,22415,28815006,278,649694,0.02255,173235390.0,5061687.0,149876685.0,3141274.0
209,2022-03-02,30135,28845141,346,650040,0.02254,173298780.0,5062684.0,150001770.0,3171063.0
209,2022-03-03,65544,28910685,587,650627,0.0225,173360211.0,5064130.0,150164314.0,2646947.0
209,2022-03-04,70259,28980944,694,651321,0.02247,173482886.0,5064984.0,150357085.0,2714667.0
209,2022-03-05,55130,29036074,633,651954,0.02245,173571773.0,5066045.0,150498275.0,2769164.0
210,2022-03-06,16161,29052235,214,652168,0.02245,173612080.0,5066462.0,150524931.0,2785111.0
210,2022-03-07,21854,29074089,220,652388,0.02244,173728790.0,5068518.0,150712422.0,2806745.0
210,2022-03-08,75132,29149221,492,652880,0.0224,173845108.0,5070148.0,150894902.0,2881385.0
210,2022-03-09,50348,29199569,678,653558,0.02238,174001616.0,5083126.0,151105122.0,2931055.0
210,2022-03-10,57006,29256575,565,654123,0.02236,174632605.0,5081306.0,152016244.0,2987496.0
210,2022-03-11,53422,29309997,456,654579,0.02233,174752176.0,5084068.0,152182569.0,1292474.0
210,2022-03-12,45788,29355785,384,654963,0.02231,175054468.0,5085712.0,152387142.0,1337878.0
211,2022-03-13,14553,29370338,138,655101,0.0223,175091722.0,5086515.0,152423804.0,1352293.0
211,2022-03-14,16841,29387179,185,655286,0.0223,175185368.0,5088542.0,152586722.0,1365584.0
211,2022-03-15,50167,29437346,328,655614,0.02227,175231097.0,5089499.0,152712437.0,1415423.0
211,2022-03-16,50575,29487921,356,655970,0.02225,175311829.0,5098182.0,152953340.0,1465642.0
211,2022-03-17,45541,29533462,477,656447,0.02223,175394239.0,5101046.0,153140629.0,1510706.0
211,2022-03-18,47972,29581434,382,656829,0.0222,175559256.0,5106537.0,153378860.0,1558296.0
211,2022-03-19,38188,29619622,285,657114,0.02219,175633098.0,5108475.0,153526028.0,1596199.0
212,2022-03-20,13062,29632684,106,657220,0.02218,175651060.0,5108701.0,153555908.0,1609155.0
212,2022-03-21,13412,29646096,102,657322,0.02217,175755370.0,5110987.0,153789090.0,1622465.0
212,2022-03-22,41398,29687494,411,657733,0.02216,175807160.0,5111630.0,153925197.0,1663452.0
212,2022-03-23,46247,29733741,283,658016,0.02213,175873432.0,5112572.0,154070610.0,1709416.0
212,2022-03-24,37278,29771019,308,658324,0.02211,175931782.0,5113526.0,154193141.0,1746386.0
212,2022-03-25,33996,29805015,257,658581,0.0221,176002374.0,5115155.0,154351808.0,1780125.0
212,2022-03-26,28303,29833318,192,658773,0.02208,176030148.0,5118349.0,154431139.0,1808236.0
213,2022-03-27,9937,29843255,107,658880,0.02208,176070375.0,5119720.0,154515688.0,1818066.0
213,2022-03-28,9086,29852341,76,658956,0.02207,176138696.0,5131209.0,154667635.0,1827076.0
